cohort_id	case_barcode	sample_barcode	project_short_name	date_added	build	gdc_file_uuid	gdc_case_uuid	platform	exp_strategy	data_category	data_type	data_format	cloud_storage_location	file_size_bytes	project	type	ntype
1	TCGA-02-2470	TCGA-02-2470-01A	TCGA-GBM	2019-02-27 12:41:43 UTC	hg38	7650de10-a214-44b7-bf6a-44378b32cf0a	e948d951-9299-4dec-9772-60b4ac3569cb	Illumina	WXS	Raw Sequencing Data	WXS	BAM	gs://7008814a-277f-4fd4-aa61-flattened/7650de10-a214-44b7-bf6a-44378b32cf0a/C282.TCGA-02-2470-01A-01W-0837-08.2_gdc_realn.bam	19278340295	GBM	tumor	2
1	TCGA-02-2470	TCGA-02-2470-10A	TCGA-GBM	2019-02-27 12:41:43 UTC	hg38	83a0dc9b-621d-4822-ae28-01700f20442f	e948d951-9299-4dec-9772-60b4ac3569cb	Illumina	WXS	Raw Sequencing Data	WXS	BAM	gs://7008814a-277f-4fd4-aa61-flattened/83a0dc9b-621d-4822-ae28-01700f20442f/C484.TCGA-02-2470-10A-01D-1494-08.6_gdc_realn.bam	21444921828	GBM	normal	2
1	TCGA-02-2483	TCGA-02-2483-01A	TCGA-GBM	2019-02-27 12:41:43 UTC	hg38	11065fc4-5723-41bc-9edf-64e3ccd3a7c9	a2ac9937-f351-4d78-9261-264bf6c21e0c	Illumina	WXS	Raw Sequencing Data	WXS	BAM	gs://7008814a-277f-4fd4-aa61-flattened/11065fc4-5723-41bc-9edf-64e3ccd3a7c9/C484.TCGA-02-2483-01A-01D-1494-08.6_gdc_realn.bam	19560730189	GBM	tumor	2
1	TCGA-02-2483	TCGA-02-2483-10A	TCGA-GBM	2019-02-27 12:41:43 UTC	hg38	4c1447fd-aa17-42d8-998c-42686e756713	a2ac9937-f351-4d78-9261-264bf6c21e0c	Illumina	WXS	Raw Sequencing Data	WXS	BAM	gs://7008814a-277f-4fd4-aa61-flattened/4c1447fd-aa17-42d8-998c-42686e756713/C484.TCGA-02-2483-10A-01D-1494-08.6_gdc_realn.bam	19623560208	GBM	normal	2
1	TCGA-02-2485	TCGA-02-2485-01A	TCGA-GBM	2019-02-27 12:41:43 UTC	hg38	06d01299-71e4-4c32-a272-56c8e7c88d2b	521ea765-1bd1-423d-a75d-091243df37a9	Illumina	WXS	Raw Sequencing Data	WXS	BAM	gs://7008814a-277f-4fd4-aa61-flattened/06d01299-71e4-4c32-a272-56c8e7c88d2b/C484.TCGA-02-2485-01A-01D-1494-08.6_gdc_realn.bam	19791173263	GBM	tumor	2
1	TCGA-02-2485	TCGA-02-2485-10A	TCGA-GBM	2019-02-27 12:41:43 UTC	hg38	df30b50f-d515-486d-a200-b26fe117ca2e	521ea765-1bd1-423d-a75d-091243df37a9	Illumina	WXS	Raw Sequencing Data	WXS	BAM	gs://7008814a-277f-4fd4-aa61-flattened/df30b50f-d515-486d-a200-b26fe117ca2e/C484.TCGA-02-2485-10A-01D-1494-08.6_gdc_realn.bam	19158296697	GBM	normal	2
1	TCGA-02-2486	TCGA-02-2486-01A	TCGA-GBM	2019-02-27 12:41:43 UTC	hg38	4850f0ea-f177-48c6-80b8-35cf390d4ea0	79a68b32-29a3-47bf-9b2b-643ec7323d73	Illumina	WXS	Raw Sequencing Data	WXS	BAM	gs://7008814a-277f-4fd4-aa61-flattened/4850f0ea-f177-48c6-80b8-35cf390d4ea0/C484.TCGA-02-2486-01A-01D-1494-08.6_gdc_realn.bam	19004618946	GBM	tumor	2
1	TCGA-02-2486	TCGA-02-2486-10A	TCGA-GBM	2019-02-27 12:41:43 UTC	hg38	e5bc7b12-a3cf-4fd1-8061-962b381051ca	79a68b32-29a3-47bf-9b2b-643ec7323d73	Illumina	WXS	Raw Sequencing Data	WXS	BAM	gs://7008814a-277f-4fd4-aa61-flattened/e5bc7b12-a3cf-4fd1-8061-962b381051ca/C484.TCGA-02-2486-10A-01D-1494-08.6_gdc_realn.bam	21754384350	GBM	normal	2
1	TCGA-04-1331	TCGA-04-1331-01A	TCGA-OV	2019-02-27 12:41:43 UTC	hg38	c21ab280-352c-4322-b509-584f734c31b3	6d10d4ee-6331-4bba-93bc-a7b64cc0b22a	Illumina	WXS	Raw Sequencing Data	WXS	BAM	gs://7008814a-277f-4fd4-aa61-flattened/c21ab280-352c-4322-b509-584f734c31b3/C239.TCGA-04-1331-01A-01W.5_gdc_realn.bam	25708296190	OV	tumor	2
1	TCGA-04-1331	TCGA-04-1331-10A	TCGA-OV	2019-02-27 12:41:43 UTC	hg38	82704a7d-a720-46b4-a0b3-3cb7b78e416b	6d10d4ee-6331-4bba-93bc-a7b64cc0b22a	Illumina	WXS	Raw Sequencing Data	WXS	BAM	gs://7008814a-277f-4fd4-aa61-flattened/82704a7d-a720-46b4-a0b3-3cb7b78e416b/C239.TCGA-04-1331-10A-01W.5_gdc_realn.bam	27416167597	OV	normal	2
1	TCGA-04-1332	TCGA-04-1332-01A	TCGA-OV	2019-02-27 12:41:43 UTC	hg38	90cf56c6-6a6e-4e2c-a704-90952afeef25	b46263ab-c3ca-4fda-a895-74c7e6e6fe22	Illumina	WXS	Raw Sequencing Data	WXS	BAM	gs://7008814a-277f-4fd4-aa61-flattened/90cf56c6-6a6e-4e2c-a704-90952afeef25/0d9b82f969ba11a233081952ef4cd1ed_gdc_realn.bam	30053328808	OV	tumor	2
1	TCGA-04-1332	TCGA-04-1332-10A	TCGA-OV	2019-02-27 12:41:43 UTC	hg38	f4b549d0-62a0-4b70-a1dd-f9d5c65bd2c3	b46263ab-c3ca-4fda-a895-74c7e6e6fe22	Illumina	WXS	Raw Sequencing Data	WXS	BAM	gs://7008814a-277f-4fd4-aa61-flattened/f4b549d0-62a0-4b70-a1dd-f9d5c65bd2c3/d90827a75f793b4d65ac40e3c8dd1bc9_gdc_realn.bam	29835134545	OV	normal	2
1	TCGA-04-1336	TCGA-04-1336-01A	TCGA-OV	2019-02-27 12:41:43 UTC	hg38	7614426a-334d-4669-9c9a-50d3379ef554	538acb2a-c4ca-4656-a91c-841a42dbf15f	Illumina	WXS	Raw Sequencing Data	WXS	BAM	gs://7008814a-277f-4fd4-aa61-flattened/7614426a-334d-4669-9c9a-50d3379ef554/C239.TCGA-04-1336-01A-01W.2_gdc_realn.bam	18806823176	OV	tumor	2
1	TCGA-04-1336	TCGA-04-1336-11A	TCGA-OV	2019-02-27 12:41:43 UTC	hg38	32e9da64-2923-4aa3-9f0f-0aec7ea50007	538acb2a-c4ca-4656-a91c-841a42dbf15f	Illumina	WXS	Raw Sequencing Data	WXS	BAM	gs://7008814a-277f-4fd4-aa61-flattened/32e9da64-2923-4aa3-9f0f-0aec7ea50007/C239.TCGA-04-1336-11A-01W.3_gdc_realn.bam	17981227132	OV	normal	2
1	TCGA-04-1341	TCGA-04-1341-01A	TCGA-OV	2019-02-27 12:41:43 UTC	hg38	c44424a5-f7c2-4dde-b025-589cedeef927	92badeb5-a50e-4a62-a67e-6a8a59c948ab	Illumina	WXS	Raw Sequencing Data	WXS	BAM	gs://7008814a-277f-4fd4-aa61-flattened/c44424a5-f7c2-4dde-b025-589cedeef927/C239.TCGA-04-1341-01A-01W.5_gdc_realn.bam	16311308267	OV	tumor	2
1	TCGA-04-1341	TCGA-04-1341-10A	TCGA-OV	2019-02-27 12:41:43 UTC	hg38	e808da74-8ace-4a6c-b3b1-16eec896353b	92badeb5-a50e-4a62-a67e-6a8a59c948ab	Illumina	WXS	Raw Sequencing Data	WXS	BAM	gs://7008814a-277f-4fd4-aa61-flattened/e808da74-8ace-4a6c-b3b1-16eec896353b/C239.TCGA-04-1341-10A-01W.6_gdc_realn.bam	18560652448	OV	normal	2
1	TCGA-04-1342	TCGA-04-1342-01A	TCGA-OV	2019-02-27 12:41:43 UTC	hg38	0d183ad4-9a33-4dbc-9f70-81c46bee279d	8727855e-120a-4216-a803-8cc6cd1159be	Illumina	WXS	Raw Sequencing Data	WXS	BAM	gs://7008814a-277f-4fd4-aa61-flattened/0d183ad4-9a33-4dbc-9f70-81c46bee279d/C239.TCGA-04-1342-01A-01W.7_gdc_realn.bam	38453731433	OV	tumor	2
1	TCGA-04-1342	TCGA-04-1342-11A	TCGA-OV	2019-02-27 12:41:43 UTC	hg38	5be73629-eef0-4322-aefe-9bbb0823de5c	8727855e-120a-4216-a803-8cc6cd1159be	Illumina	WXS	Raw Sequencing Data	WXS	BAM	gs://7008814a-277f-4fd4-aa61-flattened/5be73629-eef0-4322-aefe-9bbb0823de5c/C239.TCGA-04-1342-11A-01W.6_gdc_realn.bam	39938512150	OV	normal	2
1	TCGA-04-1343	TCGA-04-1343-01A	TCGA-OV	2019-02-27 12:41:43 UTC	hg38	9ece2e42-d07c-4691-a200-b405bfcbaa75	b7715ff6-57a6-4513-9447-aa8bc93f16d4	Illumina	WXS	Raw Sequencing Data	WXS	BAM	gs://7008814a-277f-4fd4-aa61-flattened/9ece2e42-d07c-4691-a200-b405bfcbaa75/d5e2c92e46635436e57ddd83916017b3_gdc_realn.bam	29155364866	OV	tumor	2
1	TCGA-04-1343	TCGA-04-1343-10A	TCGA-OV	2019-02-27 12:41:43 UTC	hg38	cbc7a186-05b1-42c0-9ad1-8958e7c8b27b	b7715ff6-57a6-4513-9447-aa8bc93f16d4	Illumina	WXS	Raw Sequencing Data	WXS	BAM	gs://7008814a-277f-4fd4-aa61-flattened/cbc7a186-05b1-42c0-9ad1-8958e7c8b27b/d639e0a607e35f959a90e984ce381757_gdc_realn.bam	26152308411	OV	normal	2
1	TCGA-04-1346	TCGA-04-1346-01A	TCGA-OV	2019-02-27 12:41:43 UTC	hg38	3023932d-83fe-4ff4-a9c3-9b6df736069a	25a0a9e6-4f5b-45d8-8f34-abfd31d5ff1b	Illumina	WXS	Raw Sequencing Data	WXS	BAM	gs://7008814a-277f-4fd4-aa61-flattened/3023932d-83fe-4ff4-a9c3-9b6df736069a/C239.TCGA-04-1346-01A-01W.3_gdc_realn.bam	21240351650	OV	tumor	2
1	TCGA-04-1346	TCGA-04-1346-11A	TCGA-OV	2019-02-27 12:41:43 UTC	hg38	3a9ba407-ae3e-4684-a1e1-a6bc128f2029	25a0a9e6-4f5b-45d8-8f34-abfd31d5ff1b	Illumina	WXS	Raw Sequencing Data	WXS	BAM	gs://7008814a-277f-4fd4-aa61-flattened/3a9ba407-ae3e-4684-a1e1-a6bc128f2029/C239.TCGA-04-1346-11A-01W.3_gdc_realn.bam	22369867595	OV	normal	2
1	TCGA-04-1347	TCGA-04-1347-01A	TCGA-OV	2019-02-27 12:41:43 UTC	hg38	e0f0cfc7-795c-4846-9cf7-3102edd49ec8	f0c353fd-947c-41e2-b643-3ecc0d69796c	Illumina	WXS	Raw Sequencing Data	WXS	BAM	gs://7008814a-277f-4fd4-aa61-flattened/e0f0cfc7-795c-4846-9cf7-3102edd49ec8/9f77a06e061b10c5ef45bec8b7c09ae7_gdc_realn.bam	23846518193	OV	tumor	2
1	TCGA-04-1347	TCGA-04-1347-11A	TCGA-OV	2019-02-27 12:41:43 UTC	hg38	897f6e90-94ff-4209-9036-3ab69090c1b7	f0c353fd-947c-41e2-b643-3ecc0d69796c	Illumina	WXS	Raw Sequencing Data	WXS	BAM	gs://7008814a-277f-4fd4-aa61-flattened/897f6e90-94ff-4209-9036-3ab69090c1b7/9ae36d7d373f2b19a31c3ad95f773ffe_gdc_realn.bam	18299923455	OV	normal	2
1	TCGA-04-1348	TCGA-04-1348-01A	TCGA-OV	2019-02-27 12:41:43 UTC	hg38	34e77ad6-ffe2-4821-a70c-461ddd7168e5	f7752d6e-f9cd-4dc9-ab01-3ab87acb21e4	Illumina	WXS	Raw Sequencing Data	WXS	BAM	gs://7008814a-277f-4fd4-aa61-flattened/34e77ad6-ffe2-4821-a70c-461ddd7168e5/a22e176fc4fca69429cbb98e9d286860_gdc_realn.bam	24507972851	OV	tumor	2
1	TCGA-04-1348	TCGA-04-1348-11A	TCGA-OV	2019-02-27 12:41:43 UTC	hg38	8d7b0631-9c15-48e6-a51c-e2953876a8a9	f7752d6e-f9cd-4dc9-ab01-3ab87acb21e4	Illumina	WXS	Raw Sequencing Data	WXS	BAM	gs://7008814a-277f-4fd4-aa61-flattened/8d7b0631-9c15-48e6-a51c-e2953876a8a9/aed28f0948ee87e22b18feb1623c375b_gdc_realn.bam	24855648328	OV	normal	2
1	TCGA-04-1349	TCGA-04-1349-01A	TCGA-OV	2019-02-27 12:41:43 UTC	hg38	bbdb5873-7855-42dc-894b-f316b3394206	4b930a10-4b12-4428-84f9-3255b4a3bc4f	Illumina	WXS	Raw Sequencing Data	WXS	BAM	gs://7008814a-277f-4fd4-aa61-flattened/bbdb5873-7855-42dc-894b-f316b3394206/e3c19a84ec8abff917c8ef4e58676c74_gdc_realn.bam	30994968767	OV	tumor	2
1	TCGA-04-1349	TCGA-04-1349-11A	TCGA-OV	2019-02-27 12:41:43 UTC	hg38	421757a5-6f80-4308-864b-59664ec59f65	4b930a10-4b12-4428-84f9-3255b4a3bc4f	Illumina	WXS	Raw Sequencing Data	WXS	BAM	gs://7008814a-277f-4fd4-aa61-flattened/421757a5-6f80-4308-864b-59664ec59f65/6c23d58c5f17e8c28e2b7d9e1f088962_gdc_realn.bam	27580914582	OV	normal	2
1	TCGA-04-1353	TCGA-04-1353-01A	TCGA-OV	2019-02-27 12:41:43 UTC	hg38	25829918-afdb-42ed-b7e8-989328a0f578	cddbac56-2861-46a5-98a3-df32ab69d5da	Illumina	WXS	Raw Sequencing Data	WXS	BAM	gs://7008814a-277f-4fd4-aa61-flattened/25829918-afdb-42ed-b7e8-989328a0f578/f1ee6e0624369ed0e151ff5f9e0ec4ce_gdc_realn.bam	24917210393	OV	tumor	2
1	TCGA-04-1353	TCGA-04-1353-11B	TCGA-OV	2019-02-27 12:41:43 UTC	hg38	8b2e6ced-0796-40a2-a9d5-44d379254316	cddbac56-2861-46a5-98a3-df32ab69d5da	Illumina	WXS	Raw Sequencing Data	WXS	BAM	gs://7008814a-277f-4fd4-aa61-flattened/8b2e6ced-0796-40a2-a9d5-44d379254316/4efa7551ced68b61c26adace8df0c5ed_gdc_realn.bam	21140651286	OV	normal	2
1	TCGA-04-1356	TCGA-04-1356-01A	TCGA-OV	2019-02-27 12:41:43 UTC	hg38	aa51d1a4-91ec-497f-b50d-415364be84ba	8652ddee-98f4-4584-b450-e6f2f5c9d7ec	Illumina	WXS	Raw Sequencing Data	WXS	BAM	gs://7008814a-277f-4fd4-aa61-flattened/aa51d1a4-91ec-497f-b50d-415364be84ba/C239.TCGA-04-1356-01A-01W.8_gdc_realn.bam	51251164452	OV	tumor	2
1	TCGA-04-1356	TCGA-04-1356-11A	TCGA-OV	2019-02-27 12:41:43 UTC	hg38	88e070a2-67f5-44eb-b9b0-b4e159630a69	8652ddee-98f4-4584-b450-e6f2f5c9d7ec	Illumina	WXS	Raw Sequencing Data	WXS	BAM	gs://7008814a-277f-4fd4-aa61-flattened/88e070a2-67f5-44eb-b9b0-b4e159630a69/C239.TCGA-04-1356-11A-01W.8_gdc_realn.bam	31752293655	OV	normal	2
1	TCGA-04-1357	TCGA-04-1357-01A	TCGA-OV	2019-02-27 12:41:43 UTC	hg38	ae79b1ba-6cc2-4c74-a086-feff43e4ec10	feda41d8-ca56-425d-b149-4d5485328107	Illumina	WXS	Raw Sequencing Data	WXS	BAM	gs://7008814a-277f-4fd4-aa61-flattened/ae79b1ba-6cc2-4c74-a086-feff43e4ec10/C239.TCGA-04-1357-01A-01W.9_gdc_realn.bam	42812060945	OV	tumor	2
1	TCGA-04-1357	TCGA-04-1357-11A	TCGA-OV	2019-02-27 12:41:43 UTC	hg38	1ebbfa93-af2b-447f-9122-51a541e7e362	feda41d8-ca56-425d-b149-4d5485328107	Illumina	WXS	Raw Sequencing Data	WXS	BAM	gs://7008814a-277f-4fd4-aa61-flattened/1ebbfa93-af2b-447f-9122-51a541e7e362/C239.TCGA-04-1357-11A-01W.7_gdc_realn.bam	27593071127	OV	normal	2
1	TCGA-04-1360	TCGA-04-1360-01A	TCGA-OV	2019-02-27 12:41:43 UTC	hg38	6658328f-5ef5-4871-8b9f-273b0e34ac01	e0502c47-3234-4609-a8d5-730a9e6eb5b8	Illumina	WXS	Raw Sequencing Data	WXS	BAM	gs://7008814a-277f-4fd4-aa61-flattened/6658328f-5ef5-4871-8b9f-273b0e34ac01/C239.TCGA-04-1360-01A-01W.6_gdc_realn.bam	34296743900	OV	tumor	2
1	TCGA-04-1360	TCGA-04-1360-11A	TCGA-OV	2019-02-27 12:41:43 UTC	hg38	c10042d5-295d-494f-b842-ad37fe45ca50	e0502c47-3234-4609-a8d5-730a9e6eb5b8	Illumina	WXS	Raw Sequencing Data	WXS	BAM	gs://7008814a-277f-4fd4-aa61-flattened/c10042d5-295d-494f-b842-ad37fe45ca50/C239.TCGA-04-1360-11A-01W.7_gdc_realn.bam	31799535081	OV	normal	2
1	TCGA-04-1361	TCGA-04-1361-01A	TCGA-OV	2019-02-27 12:41:43 UTC	hg38	fef64209-b0df-4993-a527-b4c9d33ec040	a6aad7f9-8444-4c2f-8e4b-b19fd453544f	Illumina	WXS	Raw Sequencing Data	WXS	BAM	gs://7008814a-277f-4fd4-aa61-flattened/fef64209-b0df-4993-a527-b4c9d33ec040/39ea3bb7a3b54821acf87bf0cc746c19_gdc_realn.bam	25067053061	OV	tumor	2
1	TCGA-04-1361	TCGA-04-1361-11A	TCGA-OV	2019-02-27 12:41:43 UTC	hg38	1a33b5cc-b9d9-4651-ba94-af9c252acd34	a6aad7f9-8444-4c2f-8e4b-b19fd453544f	Illumina	WXS	Raw Sequencing Data	WXS	BAM	gs://7008814a-277f-4fd4-aa61-flattened/1a33b5cc-b9d9-4651-ba94-af9c252acd34/C239.TCGA-04-1361-11A-01W.4_gdc_realn.bam	20533570316	OV	normal	2
1	TCGA-04-1362	TCGA-04-1362-01A	TCGA-OV	2019-02-27 12:41:43 UTC	hg38	6b0ccae2-2bf6-4326-adb3-6559eb5d7f41	1d192835-524e-429d-bf74-3c4727acb446	Illumina	WXS	Raw Sequencing Data	WXS	BAM	gs://7008814a-277f-4fd4-aa61-flattened/6b0ccae2-2bf6-4326-adb3-6559eb5d7f41/C239.TCGA-04-1362-01A-01W.3_gdc_realn.bam	22142243632	OV	tumor	2
1	TCGA-04-1362	TCGA-04-1362-10A	TCGA-OV	2019-02-27 12:41:43 UTC	hg38	d5fee498-bc60-41c7-8421-b536f9fb96e5	1d192835-524e-429d-bf74-3c4727acb446	Illumina	WXS	Raw Sequencing Data	WXS	BAM	gs://7008814a-277f-4fd4-aa61-flattened/d5fee498-bc60-41c7-8421-b536f9fb96e5/C239.TCGA-04-1362-10A-01W.3_gdc_realn.bam	19508504262	OV	normal	2
1	TCGA-04-1367	TCGA-04-1367-01A	TCGA-OV	2019-02-27 12:41:43 UTC	hg38	831678da-03dc-4125-b338-35f86f6d5e92	30b8f4cd-9245-4496-a8a8-c3e59093bc0a	Illumina	WXS	Raw Sequencing Data	WXS	BAM	gs://7008814a-277f-4fd4-aa61-flattened/831678da-03dc-4125-b338-35f86f6d5e92/C239.TCGA-04-1367-01A-01W.9_gdc_realn.bam	45633358283	OV	tumor	2
1	TCGA-04-1367	TCGA-04-1367-10A	TCGA-OV	2019-02-27 12:41:43 UTC	hg38	955db356-a264-4171-b50b-9dc9ac5c5fa7	30b8f4cd-9245-4496-a8a8-c3e59093bc0a	Illumina	WXS	Raw Sequencing Data	WXS	BAM	gs://7008814a-277f-4fd4-aa61-flattened/955db356-a264-4171-b50b-9dc9ac5c5fa7/C239.TCGA-04-1367-10A-01W.11_gdc_realn.bam	30842606098	OV	normal	2
1	TCGA-04-1369	TCGA-04-1369-01A	TCGA-OV	2019-02-27 12:41:43 UTC	hg38	daa088c0-da75-4f11-81f2-8ca8025df112	6c43727d-631a-40fb-b1a1-242a12889eaa	Illumina	WXS	Raw Sequencing Data	WXS	BAM	gs://7008814a-277f-4fd4-aa61-flattened/daa088c0-da75-4f11-81f2-8ca8025df112/fdb2ba0aad2a6d70cfbec4c260784028_gdc_realn.bam	19907224097	OV	tumor	2
1	TCGA-04-1369	TCGA-04-1369-11A	TCGA-OV	2019-02-27 12:41:43 UTC	hg38	8181ec8c-6add-4373-a0e6-41cdda10dd18	6c43727d-631a-40fb-b1a1-242a12889eaa	Illumina	WXS	Raw Sequencing Data	WXS	BAM	gs://7008814a-277f-4fd4-aa61-flattened/8181ec8c-6add-4373-a0e6-41cdda10dd18/444e8b8eedb02e006dcdfcfc3c65ac44_gdc_realn.bam	22806604452	OV	normal	2
1	TCGA-04-1371	TCGA-04-1371-01A	TCGA-OV	2019-02-27 12:41:43 UTC	hg38	e34c7693-cf94-4fc8-ab4f-e67f52f1ffe3	bff84539-7862-45b2-b5fc-e77291fcca8b	Illumina	WXS	Raw Sequencing Data	WXS	BAM	gs://7008814a-277f-4fd4-aa61-flattened/e34c7693-cf94-4fc8-ab4f-e67f52f1ffe3/C239.TCGA-04-1371-01A-01W.9_gdc_realn.bam	39530818116	OV	tumor	2
1	TCGA-04-1371	TCGA-04-1371-11A	TCGA-OV	2019-02-27 12:41:43 UTC	hg38	d514656a-43a5-45de-b2c5-9262d2a84d57	bff84539-7862-45b2-b5fc-e77291fcca8b	Illumina	WXS	Raw Sequencing Data	WXS	BAM	gs://7008814a-277f-4fd4-aa61-flattened/d514656a-43a5-45de-b2c5-9262d2a84d57/C239.TCGA-04-1371-11A-01W.5_gdc_realn.bam	20518932116	OV	normal	2
1	TCGA-04-1516	TCGA-04-1516-01A	TCGA-OV	2019-02-27 12:41:43 UTC	hg38	afa51ce1-c0ba-4c92-913e-a0c8ea4b936f	1c86e4e5-ecc9-4f6d-a557-77bf396a653b	Illumina	WXS	Raw Sequencing Data	WXS	BAM	gs://7008814a-277f-4fd4-aa61-flattened/afa51ce1-c0ba-4c92-913e-a0c8ea4b936f/3937fc9f1ca833e2e86e689aa731756c_gdc_realn.bam	14677860408	OV	tumor	2
1	TCGA-04-1516	TCGA-04-1516-11B	TCGA-OV	2019-02-27 12:41:43 UTC	hg38	ee24349a-6f97-416e-9521-349d4251bdcd	1c86e4e5-ecc9-4f6d-a557-77bf396a653b	Illumina	WXS	Raw Sequencing Data	WXS	BAM	gs://7008814a-277f-4fd4-aa61-flattened/ee24349a-6f97-416e-9521-349d4251bdcd/5c29472db725bc10490fa9eb37356346_gdc_realn.bam	26019059169	OV	normal	2
