id	filename	md5	size	state
4adb6609-e05b-47cb-95b3-0e76e86ad9f8	nationwidechildrens.org_clinical_follow_up_v4.0_meso.txt	96ff2cf4995220673ba590c66911179c	12304	released
14bdc241-ad7e-421e-b49c-8ab5ed23a5d2	nationwidechildrens.org_clinical_patient_uvm.txt	d727b797d6fa58f4efb0d687dd9a08a8	57971	released
57644138-6d2d-49df-8132-a2b1b8d4468b	nationwidechildrens.org_clinical_follow_up_v4.0_uvm.txt	98960e48eea6fd88f4ea5b5a282da692	24277	released
03fbcbed-0498-46b7-937b-51f77622776c	nationwidechildrens.org_clinical_patient_dlbc.txt	ea21d0106b9a25c4c1038ba4d049579f	95800	released
c7f6142e-d486-494f-80d0-9561f16c5521	nationwidechildrens.org_clinical_follow_up_v4.4_dlbc.txt	6435f336fce39acb1f2ba39214bc5900	19548	released
5c81bd45-ab70-4bcd-895c-5fe916f272d6	nationwidechildrens.org_clinical_patient_thca.txt	a204f90da366d88410c6f4789ed4cb9f	466862	released
451ba679-d075-4078-abd8-d6e62118e39b	nationwidechildrens.org_clinical_follow_up_v4.0_thca.txt	c99d45a1ae2614ad4ee5a82d6577a4b7	189704	released
e1ca87d5-3964-4880-a3eb-30e4e2d2b26f	nationwidechildrens.org_clinical_patient_ucs.txt	96af3f9f3498626a3084b3147c69894b	49294	released
5487c544-cb1e-488c-9eb8-aa47cc8eefb9	nationwidechildrens.org_clinical_follow_up_v4.0_ucs.txt	72942567f2acf5ab479db3662c9d21df	8418	released
8f5ff93a-08b6-4d86-bbe2-7a02127b2f48	nationwidechildrens.org_clinical_patient_chol.txt	3bffa7c51eb9043266ccdfb3da276621	39698	released
a9bf78df-b18d-4688-8045-1e44f26db52b	nationwidechildrens.org_clinical_follow_up_v4.0_chol.txt	390e3d5a092cb83a86bf35441aba4c7a	5556	released
06efd272-a76f-4703-98b8-dfa751c0f019	nationwidechildrens.org_clinical_patient_prad.txt	a471f4e16a71791e26f2595507a178a2	377559	released
e0389b2e-debe-4722-a334-a548ff6316d5	nationwidechildrens.org_clinical_follow_up_v1.0_prad.txt	6bb7c9e4dbde769c5a84da73d1cbe5c3	232600	released
58cbbc07-5ec4-47c7-9295-11ccbf7693f4	nationwidechildrens.org_clinical_patient_skcm.txt	b93abd848f9401fe26c9930c1fda2ad0	304102	released
c23a0f90-d56f-45b3-8b3d-2983339a6019	nationwidechildrens.org_clinical_follow_up_v2.0_skcm.txt	a1d70004cf0d18855394a5f98035e64c	177637	released
0089d221-5807-47f1-a382-1e2e336df201	nationwidechildrens.org_clinical_patient_stad.txt	3024b4210d713fb1222fde805b9c94dc	295655	released
02d7987f-946e-40b5-9a79-a9f7e688e693	nationwidechildrens.org_clinical_follow_up_v1.0_stad.txt	0e5c4ab658f46ebdaff8aa789dd0104d	215817	released
88b30bf9-b937-4381-8684-42bbcce98fa0	nationwidechildrens.org_clinical_patient_lihc.txt	80cd975f720f7a053897114ad7dfef89	269895	released
be89630c-6155-4e59-b472-868f367e26bf	nationwidechildrens.org_clinical_follow_up_v4.0_lihc.txt	8e8faf0887b7ab9800a61f665e759a9a	69211	released
2efbcfd6-0284-4981-820f-2d23455fe6be	nationwidechildrens.org_clinical_patient_cesc.txt	42db0ed614955c1108acf2422f289e24	629327	released
143bede9-73c0-40d0-ba90-fd0cda75f8aa	nationwidechildrens.org_clinical_follow_up_v4.0_cesc.txt	d68b13661a00a9c2a64051a5fa058164	185503	released
5940e28d-75ee-4ecf-b29d-317f5ef89a05	nationwidechildrens.org_clinical_patient_kirp.txt	e2ade94d85809679568319467d6dfec0	183695	released
193aea28-e623-4ec6-a0ac-e16df6ad4716	nationwidechildrens.org_clinical_follow_up_v1.0_kirp.txt	3bf5484d4d42bf41d60662a992d5cc02	128557	released
ee49cde2-db41-47c9-8c41-99662f96d3c2	nationwidechildrens.org_clinical_patient_sarc.txt	4ae21d06deef25e36f5b87ac131dbff2	214432	released
b221c408-f2f3-456a-920c-0c7e3231847d	nationwidechildrens.org_clinical_follow_up_v4.0_sarc.txt	e945e951ef46d668a3e5dd9f16ee30c1	62138	released
f3a1bc62-9552-4553-b318-7d9c21d21ce7	nationwidechildrens.org_clinical_patient_lgg.txt	00dcd9b02d7bdc39909d4b05072a53fa	351218	released
3bba81d3-f253-42ea-b9eb-72bc8641fd69	nationwidechildrens.org_clinical_follow_up_v1.0_lgg.txt	07afd83bebfbdc62f726ea26c507d414	279995	released
